NEW_partition_key_1,count_num_1,predict_quantity_1,predict_weight_1,,OLDpartition_key_1,count_num_1,predict_quantity_1,predict_weight_1,,≤Ó“Ïcount,≤Ó“Ïquantity,≤Ó“Ïpredict_weight,,,–¥»Î‘≠ º±Ìpartition_key_1,count_num_1,predict_quantity_1,predict_weight_1,,,,
20230515,161090,4879834,8924806,,20230515,161090,4879834,8924806,,0,0,0,,,20230515,161090,4879834,8924806,,0,0,0
20230516,161092,4904968,8930614,,20230516,161092,4904968,8930614,,0,0,0,,,20230516,161092,4904968,8930614,,0,0,0
20230517,160932,5108446,9364038,,20230517,160932,5108446,9364038,,0,0,0,,,20230517,160932,5108446,9364038,,0,0,0
20230518,161018,5271422,9668188,,20230518,161018,5271422,9668188,,0,0,0,,,20230518,161018,5271422,9668188,,0,0,0
20230519,161084,5125178,9441702,,20230519,161084,5125178,9441702,,0,0,0,,,20230519,161084,5125178,9441702,,0,0,0
20230520,136893,3802738,7475040,,20230520,136893,3802738,7475040,,0,0,0,,,20230520,136893,3802738,7475040,,0,0,0
20230521,136987,3031172,5992772,,20230521,136987,3031172,5992772,,0,0,0,,,20230521,136987,3031172,5992772,,0,0,0
20230522,161551,4839934,8990760,,20230522,161551,4839934,8990760,,0,0,0,,,20230522,161551,4839934,8990760,,0,0,0
20230523,161555,4916038,9190062,,20230523,161555,4916038,9190062,,0,0,0,,,20230523,161555,4916038,9190062,,0,0,0
20230524,161558,4988452,9430572,,20230524,161558,4988452,9430572,,0,0,0,,,20230524,161558,4988452,9430572,,0,0,0
20230525,161602,4988922,9966654,,20230525,161602,4988922,9966654,,0,0,0,,,20230525,161602,4988922,9966654,,0,0,0
20230526,161613,5120840,9908420,,20230526,161613,5120840,9908420,,0,0,0,,,20230526,161613,5120840,9908420,,0,0,0
20230527,137555,3894116,8113902,,20230527,137555,3894116,8113902,,0,0,0,,,20230527,137555,3894116,8113902,,0,0,0
20230528,137550,3248498,7056696,,20230528,137550,3248498,7056696,,0,0,0,,,20230528,137550,3248498,7056696,,0,0,0
20230529,162345,4967342,1.01E+07,,20230529,162345,4967342,1.01E+07,,0,0,0,,,20230529,162345,4967342,1.01E+07,,0,0,14414
20230530,162392,5063794,1.05E+07,,20230530,162392,5063794,1.05E+07,,0,0,0,,,20230530,162392,5063794,1.05E+07,,0,0,46882
20230531,162698,4985954,1.06E+07,,20230531,162698,4985954,1.06E+07,,0,0,0,,,20230531,162698,4985954,1.06E+07,,0,0,29896
20230601,145697,7014552,1.40E+07,,20230601,145697,7014552,1.40E+07,,0,0,0,,,20230601,145697,7014552,1.40E+07,,0,0,13736
20230602,142174,6293636,1.38E+07,,20230602,142174,6293636,1.38E+07,,0,0,0,,,20230602,142174,6293636,1.38E+07,,0,0,-45598
20230603,132827,4106474,8574874,,20230603,132827,4106474,8574874,,0,0,0,,,20230603,132827,4106474,8574874,,0,0,0
20230604,131600,3395604,7446328,,20230604,131600,3395604,7446328,,0,0,0,,,20230604,131600,3395604,7446328,,0,0,0
20230605,137118,5109270,1.03E+07,,20230605,137118,5109270,1.03E+07,,0,0,0,,,20230605,137118,5109270,1.03E+07,,0,0,24390
20230606,166366,5308528,1.11E+07,,20230606,166366,5308528,1.11E+07,,0,0,0,,,20230606,166366,5308528,1.11E+07,,0,0,36126
20230607,166765,5350162,1.13E+07,,20230607,166765,5350162,1.13E+07,,0,0,0,,,20230607,166765,5350162,1.13E+07,,0,0,30968
20230608,166996,5333356,1.08E+07,,20230608,166996,5333356,1.08E+07,,0,0,0,,,20230608,166996,5333356,1.08E+07,,0,0,-6928
20230609,167555,5289420,1.04E+07,,20230609,167555,5289420,1.04E+07,,0,0,0,,,20230609,167555,5289420,1.04E+07,,0,0,46290
20230610,141662,4130540,8179084,,20230610,141662,4130540,8179084,,0,0,0,,,20230610,141662,4130540,8179084,,0,0,0
20230611,141662,3363560,6749404,,20230611,141662,3363560,6749404,,0,0,0,,,20230611,141662,3363560,6749404,,0,0,0
20230612,158406,5517776,1.08E+07,,20230612,158406,5517776,1.08E+07,,0,0,0,,,20230612,158406,5517776,1.08E+07,,0,0,-15670
20230613,158406,5270868,1.04E+07,,20230613,158406,5270868,1.04E+07,,0,0,0,,,20230613,158406,5270868,1.04E+07,,0,0,39974
20230614,158406,5240682,1.03E+07,,20230614,158406,5240682,1.03E+07,,0,0,0,,,20230614,158406,5240682,1.03E+07,,0,0,23010
20230615,158406,5120384,1.01E+07,,20230615,158406,5120384,1.01E+07,,0,0,0,,,20230615,158406,5120384,1.01E+07,,0,0,35308
20230616,114472,7428914,1.40E+07,,20230616,114472,7428914,1.40E+07,,0,0,0,,,20230616,114472,7428914,1.40E+07,,0,0,19672
20230617,108392,5493324,1.06E+07,,20230617,108392,5493324,1.06E+07,,0,0,0,,,20230617,108392,5493324,1.06E+07,,0,0,8734
20230618,104848,4667254,9055886,,20230618,104848,4667254,9055886,,0,0,0,,,20230618,104848,4667254,9055886,,0,0,0
20230619,112414,6843796,1.30E+07,,20230619,112414,6843796,1.30E+07,,0,0,0,,,20230619,112414,6843796,1.30E+07,,0,0,-35922
20230620,112414,6255706,1.19E+07,,20230620,112414,6255706,1.19E+07,,0,0,0,,,20230620,112414,6255706,1.19E+07,,0,0,19676
20230621,112308,6000466,1.14E+07,,20230621,112308,6000466,1.14E+07,,0,0,0,,,20230621,112308,6000466,1.14E+07,,0,0,6758
20230622,110282,3022876,5957740,,20230622,110282,3022876,5957740,,0,0,0,,,20230622,110282,3022876,5957740,,0,0,0
20230623,109769,3471026,6667414,,20230623,109769,3471026,6667414,,0,0,0,,,20230623,109769,3471026,6667414,,0,0,0
20230624,102733,3511766,6762328,,20230624,102733,3511766,6762328,,0,0,0,,,20230624,102733,3511766,6762328,,0,0,0
20230625,98166,4922082,9380518,,20230625,98166,4922082,9380518,,0,0,0,,,20230625,98166,4922082,9380518,,0,0,0
20230626,108795,5037748,9375286,,20230626,108795,5037748,9375286,,0,0,0,,,20230626,108795,5037748,9375286,,0,0,0
20230627,102733,5096326,9469390,,20230627,102733,5096326,9469390,,0,0,0,,,20230627,102733,5096326,9469390,,0,0,0
20230628,98166,5177620,9694532,,20230628,98166,5177620,9694532,,0,0,0,,,20230628,98166,5177620,9694532,,0,0,0
20230629,108795,5161386,9585722,,20230629,108795,5161386,9585722,,0,0,0,,,20230629,108795,5161386,9585722,,0,0,0
20230630,108795,5058622,9399472,,20230630,108795,5058622,9399472,,0,0,0,,,20230630,108795,5058622,9399472,,0,0,0
20230701,161975,3598792,6880578,,20230701,161975,3598792,6880578,,0,0,0,,,20230701,161975,3598792,6880578,,0,0,0
20230702,160016,2914630,5584142,,20230702,160016,2914630,5584142,,0,0,0,,,20230702,160016,2914630,5584142,,0,0,0
20230703,204279,4960748,9337374,,20230703,204279,4960748,9337374,,0,0,0,,,20230703,204279,4960748,9337374,,0,0,0
20230704,204279,4951636,9321082,,20230704,204279,4951636,9321082,,0,0,0,,,20230704,204279,4951636,9321082,,0,0,0
20230705,204279,4962444,9354172,,20230705,204279,4962444,9354172,,0,0,0,,,20230705,204279,4962444,9354172,,0,0,0
20230706,204279,4893652,9215678,,20230706,204279,4893652,9215678,,0,0,0,,,20230706,204279,4893652,9215678,,0,0,0
20230707,204279,4811392,9081954,,20230707,204279,4811392,9081954,,0,0,0,,,20230707,204279,4811392,9081954,,0,0,0
20230708,161975,3488428,6680984,,20230708,161975,3488428,6680984,,0,0,0,,,20230708,161975,3488428,6680984,,0,0,0
20230709,160016,2809388,5382744,,20230709,160016,2809388,5382744,,0,0,0,,,20230709,160016,2809388,5382744,,0,0,0
20230710,204279,4870242,9168736,,20230710,204279,4870242,9168736,,0,0,0,,,20230710,204279,4870242,9168736,,0,0,0
20230711,204279,4870738,9185974,,20230711,204279,4870738,9185974,,0,0,0,,,20230711,204279,4870738,9185974,,0,0,0
20230712,204279,4890828,9234510,,20230712,204279,4890828,9234510,,0,0,0,,,20230712,204279,4890828,9234510,,0,0,0
20230713,204279,4831988,9116940,,20230713,204279,4831988,9116940,,0,0,0,,,20230713,204279,4831988,9116940,,0,0,0
20230714,204279,4760060,8984902,,20230714,204279,4760060,8984902,,0,0,0,,,20230714,204279,4760060,8984902,,0,0,0
20230715,161975,3442732,6592178,,20230715,161975,3442732,6592178,,0,0,0,,,20230715,161975,3442732,6592178,,0,0,0
20230716,160016,2771276,5304534,,20230716,160016,2771276,5304534,,0,0,0,,,20230716,160016,2771276,5304534,,0,0,0
20230717,204279,4846524,9123500,,20230717,204279,4846524,9123500,,0,0,0,,,20230717,204279,4846524,9123500,,0,0,0
20230718,204279,4854018,9154584,,20230718,204279,4854018,9154584,,0,0,0,,,20230718,204279,4854018,9154584,,0,0,0
20230719,204279,4881086,9215464,,20230719,204279,4881086,9215464,,0,0,0,,,20230719,204279,4881086,9215464,,0,0,0
20230720,204279,4827108,9106198,,20230720,204279,4827108,9106198,,0,0,0,,,20230720,204279,4827108,9106198,,0,0,0
20230721,204279,4758234,8978892,,20230721,204279,4758234,8978892,,0,0,0,,,20230721,204279,4758234,8978892,,0,0,0
20230722,161975,3440440,6579970,,20230722,161975,3440440,6579970,,0,0,0,,,20230722,161975,3440440,6579970,,0,0,0
20230723,160016,2768342,5289338,,20230723,160016,2768342,5289338,,0,0,0,,,20230723,160016,2768342,5289338,,0,0,0
20230724,204279,4848614,9123780,,20230724,204279,4848614,9123780,,0,0,0,,,20230724,204279,4848614,9123780,,0,0,0
20230725,204279,4854228,9150532,,20230725,204279,4854228,9150532,,0,0,0,,,20230725,204279,4854228,9150532,,0,0,0
20230726,204279,4878546,9206196,,20230726,204279,4878546,9206196,,0,0,0,,,20230726,204279,4878546,9206196,,0,0,0
20230727,204279,4819956,9087380,,20230727,204279,4819956,9087380,,0,0,0,,,20230727,204279,4819956,9087380,,0,0,0
20230728,204279,4746500,8951866,,20230728,204279,4746500,8951866,,0,0,0,,,20230728,204279,4746500,8951866,,0,0,0
20230729,161975,3419796,6533374,,20230729,161975,3419796,6533374,,0,0,0,,,20230729,161975,3419796,6533374,,0,0,0
20230730,160016,2739240,5227480,,20230730,160016,2739240,5227480,,0,0,0,,,20230730,160016,2739240,5227480,,0,0,0
20230731,204279,4818298,9063108,,20230731,204279,4818298,9063108,,0,0,0,,,20230731,204279,4818298,9063108,,0,0,0
20230801,204279,4817720,9079124,,20230801,204279,4817720,9079124,,0,0,0,,,20230801,204279,4817720,9079124,,0,0,0
20230802,204279,4836052,9124936,,20230802,204279,4836052,9124936,,0,0,0,,,20230802,204279,4836052,9124936,,0,0,0
20230803,204279,4772050,8997234,,20230803,204279,4772050,8997234,,0,0,0,,,20230803,204279,4772050,8997234,,0,0,0
20230804,204279,4693026,8852380,,20230804,204279,4693026,8852380,,0,0,0,,,20230804,204279,4693026,8852380,,0,0,0
20230805,161975,3358506,6417870,,20230805,161975,3358506,6417870,,0,0,0,,,20230805,161975,3358506,6417870,,0,0,0
20230806,160016,2673494,5104216,,20230806,160016,2673494,5104216,,0,0,0,,,20230806,160016,2673494,5104216,,0,0,0
20230807,204279,4755958,8950540,,20230807,204279,4755958,8950540,,0,0,0,,,20230807,204279,4755958,8950540,,0,0,0
20230808,204279,4755394,8968268,,20230808,204279,4755394,8968268,,0,0,0,,,20230808,204279,4755394,8968268,,0,0,0
20230809,204279,4774018,9015200,,20230809,204279,4774018,9015200,,0,0,0,,,20230809,204279,4774018,9015200,,0,0,0
20230810,204279,4712208,8890982,,20230810,204279,4712208,8890982,,0,0,0,,,20230810,204279,4712208,8890982,,0,0,0
20230811,204279,4636976,8753322,,20230811,204279,4636976,8753322,,0,0,0,,,20230811,204279,4636976,8753322,,0,0,0
20230812,161975,3303494,6317752,,20230812,161975,3303494,6317752,,0,0,0,,,20230812,161975,3303494,6317752,,0,0,0
20230813,160016,2623382,5013690,,20230813,160016,2623382,5013690,,0,0,0,,,20230813,160016,2623382,5013690,,0,0,0
20230814,204279,4718118,8885778,,20230814,204279,4718118,8885778,,0,0,0,,,20230814,204279,4718118,8885778,,0,0,0
20230815,204279,4725378,8918496,,20230815,204279,4725378,8918496,,0,0,0,,,20230815,204279,4725378,8918496,,0,0,0
20230816,204279,4753372,8983412,,20230816,204279,4753372,8983412,,0,0,0,,,20230816,204279,4753372,8983412,,0,0,0
20230817,204279,4700828,8875268,,20230817,204279,4700828,8875268,,0,0,0,,,20230817,204279,4700828,8875268,,0,0,0
20230818,204279,4634838,8754808,,20230818,204279,4634838,8754808,,0,0,0,,,20230818,204279,4634838,8754808,,0,0,0
20230819,161975,3903050,7435966,,20230819,161975,3903050,7435966,,0,0,0,,,20230819,161975,3903050,7435966,,0,0,0
20230820,160016,3286398,6240506,,20230820,160016,3286398,6240506,,0,0,0,,,20230820,160016,3286398,6240506,,0,0,0
20230821,204279,5063320,9505750,,20230821,204279,5063320,9505750,,0,0,0,,,20230821,204279,5063320,9505750,,0,0,0
20230822,204279,4881526,9162306,,20230822,204279,4881526,9162306,,0,0,0,,,20230822,204279,4881526,9162306,,0,0,0
