area_code,PRO_NAME,LEVEL_2_TYPE,priority_no,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
579Y,蔬菜项目,椿芽,4,万元,生鲜果蔬类,
579Y,茶叶项目,茶叶,1,万元,茶叶类,
536Y,粮油副食项目,黄豆,9,万元,粮油米面调料类,
574Y,海鲜水产项目,其他海鲜水产,1,万元,海鲜水产类,
592Y,其他常温水果项目,其他水果,5,万元,生鲜果蔬类,
517Y,蔬菜项目,土豆,6,万元,生鲜果蔬类,
991Y,海鲜水产项目,海参,19,万元,海鲜水产类,
571Y,干货项目,干枣,3,万元,南北干货类,
023Y,其他常温水果项目,菠萝蜜,6,万元,生鲜果蔬类,
023Y,干货项目,坚果,16,万元,南北干货类,
010Y,蔬菜项目,莲藕,13,万元,生鲜果蔬类,
769Y,其他常温水果项目,杨桃,4,万元,生鲜果蔬类,
757Y,火龙果项目,火龙果,31,万元,生鲜果蔬类,
851Y,干货项目,南北干货,11,万元,南北干货类,
791Y,肉类熟食项目,肉丸,3,万元,生鲜肉类,
579Y,干货项目,蜂蜜,17,万元,其他,
595Y,花卉苗木项目,鲜花,5,万元,花卉苗木类,
592Y,蔬菜项目,虫草,8,万元,生鲜果蔬类,
592Y,干货项目,咖啡,12,万元,其他,
755Y,海鲜水产项目,鱼类,6,万元,海鲜水产类,
512Y,杨梅项目,杨梅,13,万元,生鲜果蔬类,
760Y,粮油副食项目,黄豆,15,万元,粮油米面调料类,
010Y,粮油副食项目,花椒,11,万元,粮油米面调料类,
769Y,花卉苗木项目,鲜花,10,万元,花卉苗木类,
757Y,蔬菜项目,桑葚,14,万元,生鲜果蔬类,
771Y,海鲜水产项目,鱼类,5,万元,海鲜水产类,
771Y,花卉苗木项目,干花,8,万元,花卉苗木类,
431Y,粮油副食项目,粮油米面调料,9,万元,粮油米面调料类,
311Y,牛羊肉项目,牛羊肉,9,万元,生鲜肉类,
579Y,海鲜水产项目,牡蛎,7,万元,海鲜水产类,
024Y,花卉苗木项目,百合,9,万元,花卉苗木类,
592Y,其他常温水果项目,释迦,5,万元,生鲜果蔬类,
592Y,粮油副食项目,黄豆,13,万元,粮油米面调料类,
351Y,苹果项目,苹果,1,万元,生鲜果蔬类,
752Y,其他常温水果项目,黑老虎,8,万元,生鲜果蔬类,
931Y,枣项目,干枣,17,万元,南北干货类,
931Y,瓜项目,甜瓜,16,万元,生鲜果蔬类,
931Y,茶叶项目,茶叶,14,万元,茶叶类,
020Y,花卉苗木项目,种子,5,万元,花卉苗木类,
731Y,蔬菜项目,萝卜,3,万元,生鲜果蔬类,
316Y,海鲜水产项目,海参,1,万元,海鲜水产类,
311Y,苹果项目,苹果,11,万元,生鲜果蔬类,
579Y,蔬菜项目,菱角,4,万元,生鲜果蔬类,
024Y,肉类熟食项目,其他肉类熟食,5,万元,生鲜肉类,
532Y,蔬菜项目,莲藕,5,万元,生鲜果蔬类,
471Y,葡萄项目,葡萄,8,万元,生鲜果蔬类,
595Y,蔬菜项目,红薯,11,万元,生鲜果蔬类,
028Y,草莓项目,草莓,20,万元,生鲜果蔬类,
022Y,蟹项目,青蟹,5,万元,海鲜水产类,
551Y,蟹项目,蟹类,4,万元,海鲜水产类,
769Y,其他常温水果项目,山楂,4,万元,生鲜果蔬类,
851Y,蔬菜项目,菱角,3,万元,生鲜果蔬类,
431Y,其他常温水果项目,菇娘,14,万元,生鲜果蔬类,
532Y,蔬菜项目,红薯,5,万元,生鲜果蔬类,
755Y,其他常温水果项目,苹果,12,万元,生鲜果蔬类,
022Y,蔬菜项目,羊肚菌,7,万元,生鲜果蔬类,
022Y,草莓项目,草莓,15,万元,生鲜果蔬类,
752Y,其他常温水果项目,黄皮,8,万元,生鲜果蔬类,
871Y,蔬菜项目,食用菌,4,万元,生鲜果蔬类,
571Y,肉类熟食项目,其他肉类熟食,17,万元,生鲜肉类,
769Y,海鲜水产项目,海参,8,万元,海鲜水产类,
757Y,肉类熟食项目,鸡肉,3,万元,生鲜肉类,
591Y,枇杷项目,枇杷,13,万元,生鲜果蔬类,
771Y,粮油副食项目,花椒,7,万元,粮油米面调料类,
898Y,其他常温水果项目,其他水果,1,万元,生鲜果蔬类,
898Y,花卉苗木项目,干花,13,万元,花卉苗木类,
371Y,蔬菜项目,圣女果,4,万元,生鲜果蔬类,
431Y,蔬菜项目,山药,2,万元,生鲜果蔬类,
531Y,海鲜水产项目,海参,5,万元,海鲜水产类,
311Y,肉类熟食项目,其他肉类熟食,2,万元,生鲜肉类,
311Y,参茸项目,参产品类,14,万元,南北干货类,
024Y,参茸项目,鹿产品类,18,万元,南北干货类,
536Y,肉类熟食项目,肉丸,5,万元,生鲜肉类,
574Y,海鲜水产项目,查干湖鱼,1,万元,海鲜水产类,
028Y,猕猴桃项目,猕猴桃,19,万元,生鲜果蔬类,
517Y,花卉苗木项目,树苗,2,万元,花卉苗木类,
510Y,其他常温水果项目,桔橙,5,万元,生鲜果蔬类,
023Y,海鲜水产项目,海蜇,13,万元,海鲜水产类,
010Y,枣项目,干枣,33,万元,南北干货类,
010Y,海鲜水产项目,鲅鱼,6,万元,海鲜水产类,
771Y,桔橙项目,桔橙,2,万元,生鲜果蔬类,
851Y,海鲜水产项目,鱼类,25,万元,海鲜水产类,
898Y,其他常温水果项目,菠萝蜜,1,万元,生鲜果蔬类,
731Y,蔬菜项目,水果玉米,3,万元,生鲜果蔬类,
731Y,海鲜水产项目,水鱼,7,万元,海鲜水产类,
431Y,其他常温水果项目,其他水果,14,万元,生鲜果蔬类,
791Y,葡萄项目,葡萄,16,万元,生鲜果蔬类,
579Y,海鲜水产项目,鱼类,7,万元,海鲜水产类,
025Y,其他常温水果项目,樱桃,8,万元,生鲜果蔬类,
471Y,茶叶项目,茶叶,6,万元,茶叶类,
574Y,蔬菜项目,辣椒,7,万元,生鲜果蔬类,
029Y,瓜项目,西瓜,16,万元,生鲜果蔬类,
022Y,瓜项目,木瓜,21,万元,生鲜果蔬类,
510Y,蔬菜项目,山菜,6,万元,生鲜果蔬类,
871Y,蓝莓项目,蓝莓,16,万元,生鲜果蔬类,
571Y,粮油副食项目,粮油米面调料,7,万元,粮油米面调料类,
023Y,蔬菜项目,折耳根,9,万元,生鲜果蔬类,
023Y,花卉苗木项目,鲜花,5,万元,花卉苗木类,
010Y,榴莲项目,榴莲,20,万元,生鲜果蔬类,
371Y,茶叶项目,花茶,3,万元,茶叶类,
536Y,枣项目,干枣,14,万元,南北干货类,
471Y,粮油副食项目,粮油米面调料,4,万元,粮油米面调料类,
574Y,桔橙项目,桔橙,5,万元,生鲜果蔬类,
574Y,花卉苗木项目,鲜花,8,万元,花卉苗木类,
595Y,肉类熟食项目,牛羊肉,3,万元,生鲜肉类,
592Y,蔬菜项目,菱角,8,万元,生鲜果蔬类,
351Y,瓜项目,网纹瓜,18,万元,生鲜果蔬类,
512Y,花卉苗木项目,花木盆景,8,万元,花卉苗木类,
023Y,滋补品项目,参产品类,4,万元,南北干货类,
020Y,蔬菜项目,萝卜,6,万元,生鲜果蔬类,
451Y,瓜项目,西瓜,9,万元,生鲜果蔬类,
532Y,蟹项目,青蟹,11,万元,海鲜水产类,
592Y,蔬菜项目,羊肚菌,8,万元,生鲜果蔬类,
592Y,海鲜水产项目,鱼类,1,万元,海鲜水产类,
752Y,其他常温水果项目,菠萝,8,万元,生鲜果蔬类,
571Y,花卉苗木项目,鲜花,4,万元,花卉苗木类,
471Y,活体项目,禽类,14,万元,活体类,
010Y,海鲜水产项目,查干湖鱼,6,万元,海鲜水产类,
591Y,海鲜水产项目,海参,2,万元,海鲜水产类,
591Y,海鲜水产项目,其他海鲜水产,2,万元,海鲜水产类,
851Y,粮油副食项目,粮油米面调料,10,万元,粮油米面调料类,
027Y,其他常温水果项目,百香果,7,万元,生鲜果蔬类,
027Y,海鲜水产项目,其他海鲜水产,13,万元,海鲜水产类,
532Y,海鲜水产项目,其他海鲜水产,1,万元,海鲜水产类,
536Y,苹果项目,苹果,15,万元,生鲜果蔬类,
025Y,桃项目,水蜜桃,12,万元,生鲜果蔬类,
025Y,其他常温水果项目,其他水果,8,万元,生鲜果蔬类,
513Y,牛羊肉项目,牛羊肉,7,万元,生鲜肉类,
592Y,其他常温水果项目,莲雾,5,万元,生鲜果蔬类,
592Y,海鲜水产项目,牡蛎,1,万元,海鲜水产类,
755Y,干货项目,南北干货,3,万元,南北干货类,
028Y,粮油副食项目,花椒,27,万元,粮油米面调料类,
517Y,牛羊肉项目,牛羊肉,5,万元,生鲜肉类,
752Y,其他常温水果项目,莲雾,8,万元,生鲜果蔬类,
760Y,蟹项目,蟹类,18,万元,海鲜水产类,
571Y,肉类熟食项目,蛋奶制品,17,万元,生鲜肉类,
023Y,葡萄项目,葡萄,23,万元,生鲜果蔬类,
551Y,粽子项目,粽子,13,万元,假日类,
010Y,葡萄项目,葡萄,22,万元,生鲜果蔬类,
010Y,海鲜水产项目,鱼类,6,万元,海鲜水产类,
757Y,粽子项目,粽子,13,万元,假日类,
020Y,蔬菜项目,食用菌,6,万元,生鲜果蔬类,
020Y,海鲜水产项目,贝类,2,万元,海鲜水产类,
311Y,蔬菜项目,山药,6,万元,生鲜果蔬类,
791Y,蟹项目,蟹类,7,万元,海鲜水产类,
755Y,茶叶项目,花茶,4,万元,茶叶类,
577Y,海鲜水产项目,海参,2,万元,海鲜水产类,
871Y,其他常温水果项目,人参果,7,万元,生鲜果蔬类,
023Y,其他常温水果项目,板栗,6,万元,生鲜果蔬类,
551Y,桃项目,水蜜桃,12,万元,生鲜果蔬类,
371Y,蔬菜项目,其他蔬菜,4,万元,生鲜果蔬类,
027Y,花卉苗木项目,花木盆景,9,万元,花卉苗木类,
531Y,梨项目,梨,21,万元,生鲜果蔬类,
316Y,花卉苗木项目,鲜花,6,万元,花卉苗木类,
513Y,海鲜水产项目,水鱼,2,万元,海鲜水产类,
592Y,龙眼项目,龙眼,18,万元,生鲜果蔬类,
755Y,海鲜水产项目,海蜇,6,万元,海鲜水产类,
512Y,蔬菜项目,其他蔬菜,7,万元,生鲜果蔬类,
752Y,花卉苗木项目,花木盆景,17,万元,花卉苗木类,
760Y,大米项目,大米,20,万元,粮油米面调料类,
023Y,滋补品项目,中药材,4,万元,南北干货类,
023Y,蔬菜项目,笋,9,万元,生鲜果蔬类,
769Y,干货项目,咖啡,5,万元,南北干货类,
771Y,海鲜水产项目,小龙虾,5,万元,海鲜水产类,
898Y,蔬菜项目,食用菌,4,万元,生鲜果蔬类,
451Y,其他常温水果项目,葡萄,5,万元,生鲜果蔬类,
791Y,粽子项目,粽子,9,万元,假日类,
579Y,花卉苗木项目,苗木,5,万元,花卉苗木类,
579Y,干货项目,坚果,17,万元,休闲零食类,
025Y,蔬菜项目,红薯,5,万元,生鲜果蔬类,
025Y,蔬菜项目,莲藕,5,万元,生鲜果蔬类,
513Y,海鲜水产项目,虾类,2,万元,海鲜水产类,
595Y,海鲜水产项目,牡蛎,2,万元,海鲜水产类,
021Y,粽子项目,粽子,9,万元,假日类,
991Y,樱桃项目,樱桃,23,万元,生鲜果蔬类,
010Y,肉类熟食项目,蚕蛹,9,万元,生鲜肉类,
931Y,粮油副食项目,花椒,10,万元,粮油米面调料类,
898Y,干货项目,坚果,14,万元,生鲜果蔬类,
027Y,中秋项目,月饼,14,万元,假日类,
731Y,海鲜水产项目,鱼类,7,万元,海鲜水产类,
731Y,猕猴桃项目,猕猴桃,17,万元,生鲜果蔬类,
024Y,中秋项目,月饼,13,万元,假日类,
532Y,蔬菜项目,羊肚菌,5,万元,生鲜果蔬类,
532Y,海鲜水产项目,贝类,1,万元,海鲜水产类,
592Y,海鲜水产项目,其他海鲜水产,1,万元,海鲜水产类,
029Y,干货项目,板栗,5,万元,生鲜果蔬类,
029Y,干货项目,中药材,5,万元,南北干货类,
752Y,其他常温水果项目,葡萄,8,万元,生鲜果蔬类,
871Y,中秋项目,月饼,6,万元,假日类,
010Y,海鲜水产项目,牡蛎,6,万元,海鲜水产类,
931Y,海鲜水产项目,其他海鲜水产,24,万元,海鲜水产类,
027Y,龙虾项目,小龙虾,12,万元,海鲜水产类,
731Y,蔬菜项目,菱角,3,万元,生鲜果蔬类,
316Y,其他常温水果项目,板栗,8,万元,生鲜果蔬类,
311Y,樱桃项目,樱桃,16,万元,生鲜果蔬类,
311Y,蔬菜项目,食用菌,6,万元,生鲜果蔬类,
024Y,花卉苗木项目,鲜花,9,万元,花卉苗木类,
536Y,蔬菜项目,山药,3,万元,生鲜果蔬类,
592Y,粮油副食项目,粮油米面调料,13,万元,粮油米面调料类,
512Y,蔬菜项目,凉瓜,7,万元,生鲜果蔬类,
752Y,蔬菜项目,土豆,9,万元,生鲜果蔬类,
023Y,蔬菜项目,羊肚菌,9,万元,生鲜果蔬类,
431Y,活体项目,禽类,22,万元,活体类,
020Y,蔬菜项目,辣椒,6,万元,生鲜果蔬类,
898Y,其他常温水果项目,黄皮,1,万元,生鲜果蔬类,
731Y,蔬菜项目,红薯,3,万元,生鲜果蔬类,
316Y,中秋项目,月饼,3,万元,假日类,
579Y,蔬菜项目,山菜,4,万元,生鲜果蔬类,
532Y,花卉苗木项目,干花,9,万元,花卉苗木类,
025Y,肉类熟食项目,肉丸,2,万元,生鲜肉类,
595Y,桔橙项目,桔橙,14,万元,生鲜果蔬类,
592Y,干货项目,南北干货,12,万元,南北干货类,
351Y,花卉苗木项目,树苗,13,万元,花卉苗木类,
517Y,蔬菜项目,凉瓜,6,万元,生鲜果蔬类,
871Y,蔬菜项目,羊肚菌,4,万元,生鲜果蔬类,
574Y,活体项目,禽类,21,万元,活体类,
769Y,肉类熟食项目,红肠,7,万元,生鲜肉类,
757Y,粮油副食项目,花椒,7,万元,粮油米面调料类,
451Y,瓜项目,网纹瓜,9,万元,生鲜果蔬类,
451Y,干货项目,坚果,6,万元,南北干货类,
431Y,花卉苗木项目,鲜花,10,万元,花卉苗木类,
531Y,其他常温水果项目,板栗,12,万元,生鲜果蔬类,
024Y,花卉苗木项目,干花,9,万元,花卉苗木类,
024Y,茶叶项目,茶叶,11,万元,茶叶类,
592Y,其他常温水果项目,石榴,5,万元,生鲜果蔬类,
029Y,瓜项目,网纹瓜,16,万元,生鲜果蔬类,
021Y,海鲜水产项目,其他海鲜水产,2,万元,海鲜水产类,
755Y,干货项目,鹿产品类,3,万元,南北干货类,
022Y,蔬菜项目,其他蔬菜,7,万元,生鲜果蔬类,
760Y,蔬菜项目,辣椒,13,万元,生鲜果蔬类,
023Y,其他常温水果项目,菠萝,6,万元,生鲜果蔬类,
010Y,苹果项目,苹果,17,万元,生鲜果蔬类,
769Y,龙眼项目,龙眼,13,万元,生鲜果蔬类,
851Y,蔬菜项目,山菜,3,万元,生鲜果蔬类,
851Y,花卉苗木项目,种子,24,万元,花卉苗木类,
027Y,粮油副食项目,花椒,8,万元,粮油米面调料类,
731Y,其他常温水果项目,黑老虎,23,万元,生鲜果蔬类,
531Y,海鲜水产项目,贝类,5,万元,海鲜水产类,
791Y,粮油副食项目,蛋奶制品,11,万元,生鲜肉类,
579Y,其他常温水果项目,哈密瓜,16,万元,生鲜果蔬类,
592Y,其他常温水果项目,甜瓜,5,万元,生鲜果蔬类,
029Y,蔬菜项目,羊肚菌,11,万元,生鲜果蔬类,
028Y,梨项目,梨,29,万元,生鲜果蔬类,
022Y,海鲜水产项目,贝类,1,万元,海鲜水产类,
510Y,海鲜水产项目,虾类,14,万元,海鲜水产类,
991Y,茶叶项目,茶叶,15,万元,茶叶类,
752Y,蟹项目,青蟹,20,万元,海鲜水产类,
021Y,活体项目,虫类,13,万元,活体类,
010Y,蔬菜项目,辣椒,13,万元,生鲜果蔬类,
010Y,粮油副食项目,粮油米面调料,11,万元,粮油米面调料类,
769Y,蔬菜项目,红薯,6,万元,生鲜果蔬类,
591Y,中秋项目,月饼,4,万元,假日类,
898Y,花卉苗木项目,鲜花,13,万元,花卉苗木类,
027Y,蔬菜项目,辣椒,2,万元,生鲜果蔬类,
027Y,其他常温水果项目,石榴,7,万元,生鲜果蔬类,
431Y,肉类熟食项目,知了猴,4,万元,生鲜肉类,
311Y,肉类熟食项目,鸡肉,2,万元,生鲜肉类,
024Y,蟹项目,蟹类,4,万元,海鲜水产类,
024Y,海鲜水产项目,小龙虾,1,万元,海鲜水产类,
532Y,蔬菜项目,柿子,5,万元,生鲜果蔬类,
513Y,蟹项目,海蟹,1,万元,海鲜水产类,
574Y,李子项目,李子,19,万元,生鲜果蔬类,
510Y,海鲜水产项目,贝类,14,万元,海鲜水产类,
752Y,李子项目,李子,16,万元,生鲜果蔬类,
752Y,茶叶项目,花茶,4,万元,茶叶类,
769Y,干货项目,核桃,5,万元,南北干货类,
757Y,蟹项目,蟹类,22,万元,海鲜水产类,
757Y,其他常温水果项目,板栗,8,万元,生鲜果蔬类,
451Y,干货项目,南北干货,6,万元,南北干货类,
027Y,大米项目,大米,17,万元,粮油米面调料类,
311Y,干货项目,核桃,5,万元,南北干货类,
579Y,海鲜水产项目,虾类,7,万元,海鲜水产类,
471Y,花卉苗木项目,百合,3,万元,花卉苗木类,
592Y,蔬菜项目,桑葚,8,万元,生鲜果蔬类,
592Y,花卉苗木项目,种子,4,万元,花卉苗木类,
351Y,其他常温水果项目,柿子,15,万元,生鲜果蔬类,
028Y,蓝莓项目,蓝莓,28,万元,生鲜果蔬类,
991Y,干货项目,核桃,1,万元,南北干货类,
871Y,干货项目,南北干货,8,万元,其他,
028Y,活体项目,虫类,32,万元,活体类,
010Y,猕猴桃项目,猕猴桃,30,万元,生鲜果蔬类,
757Y,蔬菜项目,红薯,14,万元,生鲜果蔬类,
851Y,蔬菜项目,山药,3,万元,生鲜果蔬类,
898Y,粽子项目,粽子,7,万元,假日类,
898Y,芒果项目,芒果,2,万元,生鲜果蔬类,
898Y,龙眼项目,龙眼,16,万元,生鲜果蔬类,
451Y,蔬菜项目,食用菌,4,万元,生鲜果蔬类,
531Y,花卉苗木项目,鲜花,4,万元,花卉苗木类,
311Y,大米项目,大米,18,万元,粮油米面调料类,
791Y,蔬菜项目,萝卜,6,万元,生鲜果蔬类,
579Y,蔬菜项目,山药,4,万元,生鲜果蔬类,
579Y,海鲜水产项目,海蜇,7,万元,海鲜水产类,
024Y,海鲜水产项目,贝类,1,万元,海鲜水产类,
592Y,其他常温水果项目,苹果,5,万元,生鲜果蔬类,
592Y,粮油副食项目,艾草,13,万元,粮油米面调料类,
029Y,蔬菜项目,笋,11,万元,生鲜果蔬类,
510Y,草莓项目,草莓,20,万元,生鲜果蔬类,
991Y,瓜项目,哈密瓜,4,万元,生鲜果蔬类,
752Y,其他常温水果项目,苹果,8,万元,生鲜果蔬类,
760Y,其他常温水果项目,百香果,6,万元,生鲜果蔬类,
551Y,活体项目,观赏类,22,万元,活体类,
551Y,海鲜水产项目,其他海鲜水产,7,万元,海鲜水产类,
769Y,蔬菜项目,笋,6,万元,生鲜果蔬类,
757Y,枣项目,干枣,32,万元,南北干货类,
757Y,其他常温水果项目,杨桃,8,万元,生鲜果蔬类,
431Y,茶叶项目,花茶,7,万元,茶叶类,
311Y,蔬菜项目,辣椒,6,万元,生鲜果蔬类,
311Y,茶叶项目,花茶,4,万元,茶叶类,
532Y,樱桃项目,樱桃,2,万元,生鲜果蔬类,
513Y,海鲜水产项目,牡蛎,2,万元,海鲜水产类,
517Y,蔬菜项目,萝卜,6,万元,生鲜果蔬类,
022Y,其他常温水果项目,板栗,14,万元,生鲜果蔬类,
510Y,牛羊肉项目,牛羊肉,7,万元,生鲜肉类,
871Y,茶叶项目,茶叶,2,万元,茶叶类,
757Y,牛羊肉项目,牛羊肉,12,万元,生鲜肉类,
898Y,中秋项目,月饼,9,万元,假日类,
898Y,其他常温水果项目,百香果,1,万元,生鲜果蔬类,
898Y,瓜项目,哈密瓜,12,万元,生鲜果蔬类,
731Y,蔬菜项目,山药,3,万元,生鲜果蔬类,
431Y,海鲜水产项目,海参,5,万元,海鲜水产类,
513Y,茶叶项目,茶叶,10,万元,茶叶类,
592Y,蔬菜项目,枸杞,8,万元,生鲜果蔬类,
752Y,其他常温水果项目,香蕉,8,万元,生鲜果蔬类,
752Y,其他常温水果项目,石榴,8,万元,生鲜果蔬类,
023Y,粮油副食项目,花椒,10,万元,粮油米面调料类,
010Y,海鲜水产项目,贝类,6,万元,海鲜水产类,
757Y,蔬菜项目,土豆,14,万元,生鲜果蔬类,
898Y,其他常温水果项目,杨桃,1,万元,生鲜果蔬类,
371Y,干货项目,南北干货,6,万元,南北干货类,
451Y,蟹项目,青蟹,16,万元,海鲜水产类,
451Y,蔬菜项目,土豆,4,万元,生鲜果蔬类,
451Y,蔬菜项目,羊肚菌,4,万元,生鲜果蔬类,
027Y,干货项目,核桃,10,万元,南北干货类,
731Y,其他常温水果项目,山楂,23,万元,生鲜果蔬类,
731Y,滋补品项目,蜂蜜,22,万元,南北干货类,
431Y,梨项目,梨,16,万元,生鲜果蔬类,
791Y,猕猴桃项目,猕猴桃,18,万元,生鲜果蔬类,
536Y,蔬菜项目,笋,3,万元,生鲜果蔬类,
595Y,葡萄项目,葡萄,15,万元,生鲜果蔬类,
517Y,海鲜水产项目,海参,1,万元,海鲜水产类,
022Y,蟹项目,蟹类,5,万元,海鲜水产类,
991Y,蔬菜项目,辣椒,10,万元,生鲜果蔬类,
760Y,蔬菜项目,香菇,13,万元,生鲜果蔬类,
571Y,猕猴桃项目,猕猴桃,19,万元,生鲜果蔬类,
023Y,海鲜水产项目,牡蛎,13,万元,海鲜水产类,
371Y,活体项目,虫类,26,万元,活体类,
025Y,活体项目,虫类,18,万元,活体类,
851Y,其他常温水果项目,八月瓜,7,万元,生鲜果蔬类,
851Y,海鲜水产项目,海蜇,25,万元,海鲜水产类,
451Y,其他常温水果项目,柿子,5,万元,生鲜果蔬类,
451Y,其他常温水果项目,杏子,5,万元,生鲜果蔬类,
579Y,其他常温水果项目,苹果,16,万元,生鲜果蔬类,
532Y,肉类熟食项目,蚕蛹,7,万元,生鲜肉类,
536Y,海鲜水产项目,鱼类,1,万元,海鲜水产类,
513Y,肉类熟食项目,知了猴,3,万元,生鲜肉类,
471Y,瓜项目,甜瓜,7,万元,生鲜果蔬类,
592Y,蔬菜项目,凉瓜,8,万元,生鲜果蔬类,
592Y,蟹项目,海蟹,12,万元,海鲜水产类,
931Y,茶叶项目,花茶,14,万元,茶叶类,
771Y,肉类熟食项目,鸡肉,6,万元,生鲜肉类,
020Y,苹果项目,苹果,17,万元,生鲜果蔬类,
020Y,李子项目,李子,9,万元,生鲜果蔬类,
020Y,大米项目,大米,15,万元,粮油米面调料类,
371Y,其他常温水果项目,李子,14,万元,生鲜果蔬类,
371Y,海鲜水产项目,其他海鲜水产,9,万元,海鲜水产类,
371Y,茶叶项目,茶叶,3,万元,茶叶类,
791Y,杨梅项目,杨梅,17,万元,生鲜果蔬类,
791Y,桃项目,鹰嘴桃,15,万元,生鲜果蔬类,
532Y,粮油副食项目,花椒,14,万元,粮油米面调料类,
351Y,瓜项目,甜瓜,18,万元,生鲜果蔬类,
010Y,干货项目,核桃,12,万元,南北干货类,
771Y,粽子项目,粽子,11,万元,假日类,
020Y,粽子项目,粽子,10,万元,假日类,
371Y,樱桃项目,樱桃,12,万元,生鲜果蔬类,
371Y,其他常温水果项目,其他水果,14,万元,生鲜果蔬类,
431Y,花卉苗木项目,树苗,10,万元,花卉苗木类,
431Y,干货项目,坚果,3,万元,南北干货类,
531Y,花卉苗木项目,干花,4,万元,花卉苗木类,
579Y,其他常温水果项目,西瓜,16,万元,生鲜果蔬类,
532Y,蟹项目,海蟹,11,万元,海鲜水产类,
595Y,枇杷项目,枇杷,7,万元,生鲜果蔬类,
755Y,干货项目,银耳,3,万元,南北干货类,
752Y,蔬菜项目,山菜,9,万元,生鲜果蔬类,
760Y,蔬菜项目,萝卜,13,万元,生鲜果蔬类,
023Y,蔬菜项目,香菇,9,万元,生鲜果蔬类,
023Y,花卉苗木项目,树苗,5,万元,花卉苗木类,
931Y,枣项目,鲜枣,17,万元,生鲜果蔬类,
851Y,其他常温水果项目,其他水果,7,万元,生鲜果蔬类,
851Y,桔橙项目,桔橙,21,万元,生鲜果蔬类,
531Y,蔬菜项目,羊肚菌,2,万元,生鲜果蔬类,
531Y,杏项目,杏子,22,万元,生鲜果蔬类,
592Y,其他常温水果项目,网纹瓜,5,万元,生鲜果蔬类,
592Y,茶叶项目,花茶,3,万元,茶叶类,
351Y,干货项目,中药材,8,万元,南北干货类,
755Y,荔枝项目,荔枝,1,万元,生鲜果蔬类,
991Y,中秋项目,月饼,16,万元,假日类,
023Y,龙眼项目,龙眼,27,万元,生鲜果蔬类,
023Y,花卉苗木项目,花木盆景,5,万元,花卉苗木类,
010Y,茶叶项目,花茶,5,万元,茶叶类,
769Y,茶叶项目,花茶,3,万元,茶叶类,
851Y,草莓项目,草莓,23,万元,生鲜果蔬类,
898Y,桔橙项目,桔橙,11,万元,生鲜果蔬类,
451Y,参茸项目,鹿产品类,10,万元,南北干货类,
024Y,其他常温水果项目,板栗,12,万元,生鲜果蔬类,
471Y,蔬菜项目,羊肚菌,2,万元,生鲜果蔬类,
595Y,海鲜水产项目,贝类,2,万元,海鲜水产类,
755Y,干货项目,干枣,3,万元,南北干货类,
517Y,海鲜水产项目,鱼类,1,万元,海鲜水产类,
022Y,蔬菜项目,山药,7,万元,生鲜果蔬类,
510Y,干货项目,蜂蜜,14,万元,其他,
023Y,其他常温水果项目,甜瓜,6,万元,生鲜果蔬类,
023Y,梨项目,梨,22,万元,生鲜果蔬类,
757Y,粮油副食项目,粮油米面调料,7,万元,粮油米面调料类,
591Y,海鲜水产项目,海蜇,2,万元,海鲜水产类,
020Y,蔬菜项目,红薯,6,万元,生鲜果蔬类,
851Y,其他常温水果项目,柿子,7,万元,生鲜果蔬类,
851Y,其他常温水果项目,柠檬,7,万元,生鲜果蔬类,
451Y,蔬菜项目,水果玉米,4,万元,生鲜果蔬类,
451Y,其他常温水果项目,草莓,5,万元,生鲜果蔬类,
451Y,茶叶项目,花茶,11,万元,茶叶类,
431Y,瓜项目,哈密瓜,11,万元,生鲜果蔬类,
471Y,蔬菜项目,土豆,2,万元,生鲜果蔬类,
592Y,其他常温水果项目,山楂,5,万元,生鲜果蔬类,
028Y,虫草项目,虫草,7,万元,生鲜果蔬类,
517Y,蟹项目,海蟹,3,万元,海鲜水产类,
510Y,粽子项目,粽子,10,万元,假日类,
752Y,花卉苗木项目,干花,17,万元,花卉苗木类,
757Y,粮油副食项目,黄豆,7,万元,粮油米面调料类,
371Y,瓜项目,哈密瓜,23,万元,生鲜果蔬类,
731Y,其他常温水果项目,香蕉,23,万元,生鲜果蔬类,
592Y,杨梅项目,杨梅,10,万元,生鲜果蔬类,
029Y,桃项目,李子,13,万元,生鲜果蔬类,
517Y,蔬菜项目,辣椒,6,万元,生鲜果蔬类,
577Y,蟹项目,蟹类,4,万元,海鲜水产类,
510Y,蔬菜项目,鸡头米,6,万元,生鲜果蔬类,
991Y,蟹项目,蟹类,22,万元,海鲜水产类,
760Y,蔬菜项目,山药,13,万元,生鲜果蔬类,
871Y,滋补品项目,虫草,5,万元,南北干货类,
771Y,活体项目,虫类,21,万元,活体类,
025Y,活体项目,观赏类,18,万元,活体类,
769Y,花卉苗木项目,百合,10,万元,花卉苗木类,
757Y,海鲜水产项目,牡蛎,2,万元,海鲜水产类,
591Y,海鲜水产项目,虾类,2,万元,海鲜水产类,
851Y,其他常温水果项目,板栗,7,万元,生鲜果蔬类,
371Y,桃项目,水蜜桃,13,万元,生鲜果蔬类,
579Y,花卉苗木项目,树苗,5,万元,花卉苗木类,
024Y,梨项目,梨,16,万元,生鲜果蔬类,
024Y,花卉苗木项目,种子,9,万元,花卉苗木类,
