area_code,PRO_NAME,LEVEL_2_TYPE,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
591Y,茶叶项目,茶类,,副食干货类,龙井
592Y,茶叶项目,茶类,,副食干货类,黄茶
595Y,常温水果项目,生鲜水果,,生鲜类,其它水果
752Y,海鲜水产项目,海鲜水产,,生鲜类,海参
755Y,枣项目,休闲食品,万元,副食干货类,红枣
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,萝卜
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
771Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
771Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
898Y,滋补品项目,中药材,,医药保健,其它中药材
898Y,预制菜项目,熟食类,,副食干货类,熟食菜品
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
931Y,月饼项目,月饼类,,副食干货类,肉类月饼
931Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
931Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
931Y,常温水果项目,生鲜水果,,生鲜类,释迦果
010Y,预制菜项目,熟食类,,副食干货类,香肠火腿
010Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
021Y,常温水果项目,生鲜水果,,生鲜类,木瓜
022Y,常温水果项目,生鲜水果,,生鲜类,青梅
022Y,茶叶项目,茶类,,副食干货类,黄茶
025Y,茶叶项目,茶类,,副食干货类,普洱
027Y,干货项目,干货,万元,副食干货类,蔬菜干货
028Y,滋补品项目,中药材,,医药保健,鹿血
316Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
351Y,粮油副食项目,粮油调味,,副食干货类,豆类
431Y,预制菜项目,冻食类,,副食干货类,丸子
451Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
471Y,茶叶项目,茶类,,副食干货类,苦茶
513Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
517Y,茶叶项目,茶类,,副食干货类,普洱
531Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
532Y,预制菜项目,粮油调味,,副食干货类,豆制品
532Y,茶叶项目,茶类,,副食干货类,花茶
536Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
551Y,滋补品项目,保健滋补,,医药保健,阿胶
551Y,滋补品项目,保健滋补,,医药保健,燕窝
551Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
551Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
551Y,常温水果项目,生鲜水果,,生鲜类,香蕉
579Y,茶叶项目,茶类,,副食干货类,陈皮
591Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
592Y,柚子项目,生鲜水果,万元,生鲜类,柚子
592Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
592Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
595Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
731Y,干货项目,休闲食品,,副食干货类,蜜饯果干
752Y,海鲜水产项目,海鲜水产,,生鲜类,甲鱼
755Y,茶叶项目,茶类,,副食干货类,陈皮
757Y,预制菜项目,熟食类,,副食干货类,熟食菜品
757Y,常温水果项目,生鲜水果,,生鲜类,山楂果
760Y,预制菜项目,熟食类,,副食干货类,凉皮
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
760Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
760Y,常温水果项目,生鲜水果,,生鲜类,无花果
769Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
771Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
771Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
771Y,常温水果项目,生鲜水果,,生鲜类,桑葚
791Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
791Y,常温水果项目,生鲜水果,,生鲜类,山竹
791Y,茶叶项目,茶类,,副食干货类,铁观音
851Y,茶叶项目,茶类,,副食干货类,红茶
898Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
898Y,常温水果项目,生鲜水果,,生鲜类,山楂果
931Y,滋补品项目,保健滋补,,医药保健,阿胶
931Y,滋补品项目,保健滋补,,医药保健,燕窝
931Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
931Y,干货项目,休闲食品,,副食干货类,蜜饯果干
010Y,花卉苗木项目,绿植园艺,,农业生产,永生花
020Y,常温水果项目,生鲜水果,,生鲜类,黑老虎
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
023Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
025Y,蔬菜项目,生鲜蔬菜,,生鲜类,苦瓜
025Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
027Y,月饼项目,月饼类,,副食干货类,普通月饼
028Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
028Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
028Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
028Y,常温水果项目,生鲜水果,,生鲜类,青梅
029Y,瓜项目,生鲜水果,,生鲜类,西瓜
316Y,月饼项目,月饼类,,副食干货类,普通月饼
316Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
316Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
431Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
431Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
431Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
510Y,滋补品项目,中药材,,医药保健,枸杞
512Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
512Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
512Y,禽鱼项目,活体类,万元,生鲜类,虫类
513Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
513Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
571Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
571Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
571Y,花卉苗木项目,绿植园艺,,农业生产,永生花
571Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
577Y,蟹项目,蟹类,,生鲜类,面包蟹
577Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
577Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
577Y,常温水果项目,生鲜水果,,生鲜类,牛油果
577Y,常温水果项目,生鲜水果,,生鲜类,山竹
591Y,滋补品项目,中药材,,医药保健,鹿鞭
592Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
731Y,粮油副食项目,粮油调味,,副食干货类,豆类
752Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
752Y,茶叶项目,茶类,,副食干货类,花茶
755Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
757Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
757Y,常温水果项目,生鲜水果,,生鲜类,槟榔
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
771Y,预制菜项目,冻食类,,副食干货类,汤圆
771Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
771Y,茶叶项目,茶类,,副食干货类,茶叶
898Y,月饼项目,月饼类,,副食干货类,普通月饼
021Y,常温水果项目,生鲜水果,,生鲜类,槟榔
023Y,预制菜项目,熟食类,,副食干货类,熟食菜品
023Y,干货项目,干货,万元,副食干货类,蔬菜干货
023Y,常温水果项目,生鲜水果,,生鲜类,柿子
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
027Y,预制菜项目,熟食类,,副食干货类,熟食菜品
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
028Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
029Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
351Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
431Y,蟹项目,蟹类,,生鲜类,螃蟹
431Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
510Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
512Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
513Y,预制菜项目,冻食类,,副食干货类,汤圆
513Y,蟹项目,蟹类,,生鲜类,螃蟹
513Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
517Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
531Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
531Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
536Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
574Y,蔬菜项目,生鲜蔬菜,,生鲜类,苦瓜
574Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
577Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
579Y,预制菜项目,熟食类,,副食干货类,卤味
579Y,茶叶项目,茶类,万元,副食干货类,白茶
591Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
592Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
