2021-04之前逻辑,,,,2021-04至今逻辑,,,,新逻辑,,,,,,,,
二级产品L2代码,识别码(limit_tag),剔除路由代码,关联航空流向表,二级产品L2代码,识别码(limit_tag),剔除路由代码,关联航空流向表,二级产品L2代码,识别码(limit_tag),剔除路由代码,关联航空流向表,,,,,
SE0001,,,dm_ordi_predict.cf_air_list,SE0001,,,dm_ordi_predict.cf_air_list,SE0001,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE000201,,,dm_ordi_predict.cf_air_list,SE000201,,,dm_ordi_predict.cf_air_list,SE000201,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0003,,,dm_ordi_predict.cf_air_list,SE000206,,,dm_ordi_predict.cf_air_list,SE000206,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0008,,,dm_ordi_predict.cf_air_list,SE0004,SP6,,dm_ordi_predict.cf_air_list,SE0004,SP6,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE002401,,,dm_ordi_predict.cf_air_list,SE0008,T4/T801,,dm_ordi_predict.cf_air_list,SE0008,T4/T801,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0051,,,dm_ordi_predict.cf_air_list,SE0051,,,dm_ordi_predict.cf_air_list,SE0051,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0089,,,dm_ordi_predict.cf_air_list,SE0089,,,dm_ordi_predict.cf_air_list,SE0089,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0103,,,dm_ordi_predict.cf_air_list,SE0103,,,dm_ordi_predict.cf_air_list,SE0103,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0107,,,dm_ordi_predict.cf_air_list,SE0107,,,dm_ordi_predict.cf_air_list,SE0107,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0109,,,dm_ordi_predict.cf_air_list,SE0109,,,dm_ordi_predict.cf_air_list,SE0109,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0121,,,dm_ordi_predict.cf_air_list,SE0121,,,dm_ordi_predict.cf_air_list,SE0121,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
SE0137,,,dm_ordi_predict.cf_air_list,SE0137,,,dm_ordi_predict.cf_air_list,SE0137,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
,,,,SE0146,,,dm_ordi_predict.cf_air_list,SE0146,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
,,,,SE0152,,,dm_ordi_predict.cf_air_list,SE0152,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
,,,,,,,,SE0153,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
,,,,,,,,SE0005,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2021-04之前底表重刷逻辑,,,,2021-04之后底表重刷逻辑,,,,,,,,,,,,
二级产品L2代码,识别码(limit_tag),剔除路由代码,关联航空流向表,二级产品L2代码,识别码(limit_tag),剔除路由代码,关联航空流向表,,,,,,,,,
SE0001,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0001,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE000201,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE000201,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0003,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE000206,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0008,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0004,SP6,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE002401,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0008,T4/T801,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0051,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0051,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0089,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0089,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0103,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0103,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0107,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0107,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0109,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0109,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0121,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0121,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
SE0137,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,SE0137,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
,,,,SE0146,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
,,,,SE0152,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
,,,,SE0153,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
,,,,SE0005,,"T6,ZT6",dm_op.HK_LCB_peizhibiao_001,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
